epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,8239.85,1.2002,0.91806,1.2334,0.74007,0.65997,0.73544,0.46565,1.66304,1.0851,1.52741,0.00802,0.00802,0.00802
42,8439.82,1.18532,0.90332,1.2229,0.70033,0.70187,0.73285,0.43015,1.65383,1.0154,1.5732,0.0079705,0.0079705,0.0079705
43,8641.96,1.17772,0.88192,1.21393,0.7571,0.66573,0.74401,0.45472,1.56803,1.07573,1.50541,0.007921,0.007921,0.007921
44,8838.46,1.16301,0.87301,1.2002,0.7579,0.65869,0.72429,0.44693,1.72731,1.14264,1.67608,0.0078715,0.0078715,0.0078715
45,9033.17,1.15934,0.86145,1.20562,0.70976,0.67494,0.7239,0.42067,1.68455,1.19765,1.64291,0.007822,0.007822,0.007822
46,9256.98,1.15168,0.86748,1.19383,0.76398,0.67767,0.74002,0.43791,1.70575,1.06738,1.63924,0.0077725,0.0077725,0.0077725
47,9446.07,1.14795,0.84726,1.19974,0.68935,0.62632,0.68428,0.41102,1.70193,1.02886,1.62549,0.007723,0.007723,0.007723
48,9639.68,1.15122,0.85652,1.18904,0.6808,0.70445,0.73489,0.43156,1.81812,1.12078,1.72151,0.0076735,0.0076735,0.0076735
49,9837.77,1.12535,0.83025,1.17135,0.73651,0.70187,0.73314,0.42822,1.69873,1.1428,1.63187,0.007624,0.007624,0.007624
50,10042.4,1.12587,0.81722,1.17131,0.69766,0.71862,0.74446,0.4541,1.6319,1.11247,1.57746,0.0075745,0.0075745,0.0075745
51,10248.1,1.11474,0.81114,1.17144,0.69391,0.66058,0.71173,0.4228,1.69136,1.11668,1.67763,0.007525,0.007525,0.007525
52,10459.3,1.11422,0.79894,1.17019,0.75867,0.71229,0.74588,0.42908,1.77233,1.03544,1.73433,0.0074755,0.0074755,0.0074755
53,10653,1.09964,0.80308,1.16669,0.76578,0.73209,0.7837,0.4508,1.67117,1.05181,1.61767,0.007426,0.007426,0.007426
54,10846.4,1.1034,0.80137,1.16281,0.74612,0.66429,0.75666,0.42338,1.86491,1.0347,1.80873,0.0073765,0.0073765,0.0073765
55,11041.4,1.0908,0.77084,1.1631,0.7079,0.68948,0.71436,0.42868,1.71668,1.15487,1.70621,0.007327,0.007327,0.007327
56,11244.4,1.09738,0.78831,1.15638,0.72951,0.75844,0.75536,0.45629,1.7355,1.08934,1.7387,0.0072775,0.0072775,0.0072775
57,11430.4,1.10017,0.78867,1.16182,0.6603,0.77066,0.73232,0.4343,1.62246,1.09319,1.62181,0.007228,0.007228,0.007228
58,11634.1,1.06444,0.76575,1.14347,0.67797,0.65572,0.69986,0.42434,1.73463,1.09468,1.71528,0.0071785,0.0071785,0.0071785
59,11826.1,1.06667,0.75893,1.14894,0.65042,0.72086,0.69434,0.42108,1.73514,1.07161,1.72174,0.007129,0.007129,0.007129
60,12028.8,1.05782,0.75038,1.14306,0.67383,0.70115,0.71904,0.4259,1.71826,1.02688,1.68063,0.0070795,0.0070795,0.0070795
61,12219.6,1.06011,0.75195,1.14586,0.68202,0.74393,0.73992,0.43194,1.77626,1.10433,1.72772,0.00703,0.00703,0.00703
62,12419.9,1.05487,0.75122,1.14078,0.67758,0.67613,0.68905,0.41068,1.77381,1.18921,1.76386,0.0069805,0.0069805,0.0069805
63,12615,1.06105,0.76344,1.14536,0.72433,0.67075,0.71072,0.41815,1.75693,1.11456,1.82205,0.006931,0.006931,0.006931
64,12817.6,1.03696,0.72563,1.12262,0.7314,0.71426,0.75153,0.45426,1.63237,1.0562,1.63828,0.0068815,0.0068815,0.0068815
65,13025.1,1.04263,0.73552,1.12819,0.67129,0.7088,0.71702,0.44027,1.71152,1.0592,1.71771,0.006832,0.006832,0.006832
66,13243.8,1.02959,0.71925,1.12128,0.76752,0.63019,0.73014,0.44618,1.64049,1.05353,1.59741,0.0067825,0.0067825,0.0067825
67,13480.4,1.02604,0.72294,1.11595,0.73876,0.64939,0.73095,0.44037,1.76508,1.18501,1.7292,0.006733,0.006733,0.006733
68,13699.2,1.02559,0.70949,1.11716,0.6893,0.74935,0.74214,0.45123,1.67939,1.03767,1.61262,0.0066835,0.0066835,0.0066835
69,13889,1.02396,0.71834,1.11724,0.67477,0.69745,0.69609,0.42166,1.67295,1.15361,1.56823,0.006634,0.006634,0.006634
70,14088.2,1.00541,0.70937,1.10802,0.65556,0.72719,0.73771,0.45045,1.68821,1.06489,1.61429,0.0065845,0.0065845,0.0065845
71,14272.3,1.00534,0.70341,1.10715,0.73368,0.70596,0.69696,0.41235,1.73215,1.12347,1.75797,0.006535,0.006535,0.006535
72,14467.2,0.98874,0.68595,1.09697,0.73095,0.67251,0.73094,0.44203,1.72924,1.07711,1.72152,0.0064855,0.0064855,0.0064855
73,14658.2,0.97299,0.67826,1.09434,0.65814,0.7082,0.70844,0.43064,1.71942,1.08863,1.7141,0.006436,0.006436,0.006436
74,14844,0.97949,0.67712,1.09368,0.71613,0.64493,0.71007,0.41955,1.70719,1.10821,1.70104,0.0063865,0.0063865,0.0063865
75,15037.1,0.98639,0.67239,1.10545,0.5997,0.72086,0.69061,0.41596,1.78697,1.11712,1.72921,0.006337,0.006337,0.006337
76,15247.3,0.97415,0.66755,1.09329,0.69423,0.71638,0.71511,0.43088,1.7488,1.05103,1.68545,0.0062875,0.0062875,0.0062875
77,15446.3,0.95155,0.65757,1.07465,0.6525,0.68327,0.66705,0.39101,1.89259,1.20253,1.88647,0.006238,0.006238,0.006238
78,15642.7,0.97165,0.66175,1.08543,0.69793,0.74331,0.73737,0.42475,1.66706,1.06488,1.66544,0.0061885,0.0061885,0.0061885
79,15843.9,0.96416,0.64496,1.08254,0.71408,0.68513,0.70308,0.42846,1.78123,1.10881,1.77634,0.006139,0.006139,0.006139
80,16046.8,0.94442,0.64213,1.08021,0.71775,0.66735,0.7375,0.42388,1.62277,1.13791,1.65127,0.0060895,0.0060895,0.0060895
81,16248,0.94592,0.64324,1.07325,0.67199,0.73536,0.70826,0.42545,1.67031,1.12492,1.66772,0.00604,0.00604,0.00604
82,16451.1,0.93984,0.62644,1.07562,0.68013,0.74784,0.74067,0.44705,1.6786,1.10013,1.6565,0.0059905,0.0059905,0.0059905
83,16649.3,0.94201,0.63614,1.08092,0.66833,0.73865,0.73007,0.43957,1.70215,1.05488,1.69748,0.005941,0.005941,0.005941
84,16848.5,0.94269,0.62831,1.08068,0.6536,0.71022,0.70253,0.41898,1.83623,1.0806,1.92284,0.0058915,0.0058915,0.0058915
85,17047.3,0.9245,0.6274,1.06914,0.6254,0.70577,0.67594,0.4067,1.71936,1.1518,1.73514,0.005842,0.005842,0.005842
86,17255.1,0.92678,0.61984,1.06779,0.72197,0.6639,0.71342,0.44801,1.67147,1.12218,1.69588,0.0057925,0.0057925,0.0057925
87,17452.8,0.92078,0.61075,1.0679,0.63176,0.71012,0.69695,0.418,1.7928,1.14494,1.74077,0.005743,0.005743,0.005743
88,17651.1,0.92963,0.62103,1.065,0.64324,0.70372,0.68365,0.4197,1.80134,1.07877,1.83594,0.0056935,0.0056935,0.0056935
89,17845.9,0.91492,0.6231,1.06921,0.61569,0.75211,0.71667,0.4247,1.76059,1.06276,1.82484,0.005644,0.005644,0.005644
90,18046.3,0.91066,0.60971,1.0545,0.63836,0.63266,0.69983,0.4191,1.76401,1.24578,1.81466,0.0055945,0.0055945,0.0055945
91,18245.3,0.90117,0.60096,1.0523,0.64622,0.74169,0.69943,0.41819,1.84168,1.19795,1.87926,0.005545,0.005545,0.005545
92,18453.6,0.89406,0.60204,1.05067,0.68527,0.69963,0.73575,0.44279,1.74858,1.09964,1.80396,0.0054955,0.0054955,0.0054955
93,18652,0.89064,0.59266,1.04265,0.6578,0.73272,0.7244,0.44067,1.77088,1.11224,1.81269,0.005446,0.005446,0.005446
94,18847.9,0.87183,0.59335,1.04353,0.76678,0.59721,0.72008,0.44236,1.73384,1.16504,1.8101,0.0053965,0.0053965,0.0053965
95,19048.2,0.88021,0.59211,1.04358,0.71244,0.65254,0.70584,0.42615,1.82152,1.12409,1.89606,0.005347,0.005347,0.005347
96,19256.6,0.88096,0.59034,1.03706,0.75606,0.60418,0.7056,0.40601,1.80884,1.08302,1.94574,0.0052975,0.0052975,0.0052975
97,19447.5,0.87269,0.58918,1.04011,0.62834,0.70003,0.71047,0.42196,1.68321,1.13769,1.78494,0.005248,0.005248,0.005248
98,19653.8,0.88743,0.57921,1.04146,0.76062,0.61366,0.69296,0.41113,1.80481,1.11772,1.87051,0.0051985,0.0051985,0.0051985
99,19847,0.87529,0.56811,1.0367,0.72325,0.70183,0.70797,0.43089,1.8037,1.0899,1.88204,0.005149,0.005149,0.005149
100,20035.7,0.86246,0.57683,1.03223,0.76751,0.64306,0.74895,0.45269,1.79539,1.04294,1.85954,0.0050995,0.0050995,0.0050995
101,20219.2,0.86134,0.57212,1.03546,0.67182,0.7082,0.72234,0.42778,1.80809,1.0515,1.87906,0.00505,0.00505,0.00505
102,20409.3,0.84147,0.56991,1.02628,0.79073,0.65269,0.74756,0.44835,1.74872,1.12948,1.79537,0.0050005,0.0050005,0.0050005
103,20602.8,0.85944,0.57248,1.03423,0.67416,0.66838,0.69999,0.43193,1.73352,1.1186,1.82168,0.004951,0.004951,0.004951
104,20815.3,0.84381,0.57095,1.02344,0.68679,0.67471,0.72312,0.44481,1.72944,1.11125,1.73951,0.0049015,0.0049015,0.0049015
105,21000.1,0.83743,0.55571,1.02084,0.65521,0.76701,0.7423,0.45028,1.7527,1.08858,1.77854,0.004852,0.004852,0.004852
106,21190.6,0.84242,0.56195,1.02013,0.76422,0.69146,0.74663,0.43859,1.85537,1.07343,1.91245,0.0048025,0.0048025,0.0048025
107,21379,0.83999,0.55684,1.02504,0.66376,0.75435,0.72114,0.44199,1.76557,1.00441,1.84773,0.004753,0.004753,0.004753
108,21569.1,0.8298,0.56249,1.01978,0.74119,0.67023,0.72783,0.43377,1.74648,1.08302,1.82818,0.0047035,0.0047035,0.0047035
109,21750.8,0.82277,0.55036,1.01622,0.62283,0.73536,0.69749,0.4289,1.72486,1.04258,1.77414,0.004654,0.004654,0.004654
110,21950.6,0.81512,0.55163,1.00944,0.71136,0.63077,0.70037,0.43887,1.65775,1.03641,1.78282,0.0046045,0.0046045,0.0046045
111,22135.5,0.80123,0.52901,1.00665,0.66352,0.69136,0.71352,0.44538,1.68702,1.04373,1.88768,0.004555,0.004555,0.004555
112,22329.2,0.80892,0.54007,1.01378,0.67025,0.72659,0.72523,0.44512,1.72602,1.09603,1.8445,0.0045055,0.0045055,0.0045055
113,22526.5,0.80711,0.5279,1.01031,0.70646,0.63674,0.70238,0.42672,1.76774,1.13013,1.85468,0.004456,0.004456,0.004456
114,22714.4,0.79607,0.5314,1.01048,0.74962,0.601,0.69475,0.42926,1.73689,1.09774,1.82481,0.0044065,0.0044065,0.0044065
115,22896.2,0.80538,0.52808,1.0025,0.61541,0.74604,0.70103,0.42756,1.7392,1.10434,1.8176,0.004357,0.004357,0.004357
116,23078.6,0.80553,0.53316,1.0118,0.61705,0.75435,0.72095,0.43031,1.74453,1.13748,1.79779,0.0043075,0.0043075,0.0043075
117,23272.4,0.79535,0.5186,1.00239,0.61735,0.70942,0.70804,0.41904,1.78832,1.172,1.8807,0.004258,0.004258,0.004258
118,23489.5,0.78359,0.52027,1.00005,0.58766,0.74578,0.69934,0.42961,1.79898,1.14588,1.86817,0.0042085,0.0042085,0.0042085
119,23685,0.79,0.51591,0.99851,0.69325,0.62606,0.69381,0.43006,1.72008,1.15207,1.82192,0.004159,0.004159,0.004159
120,23883.8,0.78578,0.51913,1.00027,0.60626,0.71044,0.68634,0.42334,1.66386,1.22749,1.79357,0.0041095,0.0041095,0.0041095
